cart_item_id,cart_id,product_id,quantity,created_at,updated_at
2798,623,54,4,2021-03-10 02:41:03,2022-12-04 22:27:59
2799,780,216,19,2021-08-20 02:52:33,2022-10-10 07:57:21
2800,167,370,3,2021-07-31 07:04:32,2022-02-09 14:35:50
2801,955,15,97,2021-05-01 06:42:29,2022-01-18 03:57:49
2802,398,238,11,2021-01-19 17:58:22,2022-09-23 17:55:15
2803,554,52,81,2021-12-22 21:16:58,2022-01-10 14:28:33
2804,986,94,31,2021-10-17 01:59:51,2022-05-20 23:18:26
2805,431,23,11,2021-04-19 03:24:05,2022-09-01 14:02:00
2806,909,395,90,2021-07-16 04:31:47,2022-05-21 12:57:32
2807,697,260,88,2021-09-10 22:33:58,2022-01-18 03:33:20
2808,377,232,100,2021-08-12 06:22:47,2022-10-18 02:19:12
2809,622,67,23,2021-01-06 03:11:22,2022-08-05 01:48:19
2810,874,94,32,2021-05-19 09:56:53,2022-12-04 23:57:01
2811,855,191,75,2021-06-02 21:53:37,2022-10-17 15:16:18
2812,368,61,98,2021-01-11 04:35:35,2022-04-02 22:44:41
2813,655,294,56,2021-02-06 19:09:01,2022-01-08 10:00:13
2814,824,381,54,2021-04-15 04:41:42,2022-07-16 19:27:53
2815,193,456,19,2021-01-31 22:58:48,2022-01-26 14:23:35
2816,751,403,61,2021-12-01 08:52:18,2022-10-23 14:02:38
2817,283,145,15,2021-07-18 20:25:06,2022-01-05 21:53:34
2818,391,64,70,2021-11-25 13:46:13,2022-06-28 14:54:59
2819,210,46,38,2021-03-25 15:22:52,2022-07-02 15:38:51
2820,77,445,53,2021-03-23 10:41:44,2022-09-12 12:36:56
2821,960,268,80,2021-10-03 16:42:46,2022-01-15 20:34:47
2822,107,133,65,2021-02-05 13:36:50,2022-01-27 04:06:40
2823,329,356,95,2021-08-10 09:58:36,2022-02-19 16:56:16
2824,7,28,93,2021-07-03 21:38:35,2022-06-06 11:32:14
2825,271,17,6,2021-04-27 16:23:30,2022-02-02 11:16:00
2826,306,226,10,2021-02-20 09:43:53,2022-04-03 11:30:49
2827,617,236,10,2021-07-27 23:25:42,2022-08-28 17:50:33
2828,938,314,64,2021-08-19 13:43:18,2022-09-30 08:10:06
2829,359,318,86,2021-12-30 14:14:30,2022-07-29 00:46:55
2830,33,170,58,2021-03-20 11:45:11,2022-05-08 14:27:18
2831,481,445,60,2021-03-25 13:11:24,2022-11-07 23:37:42
2832,797,257,64,2021-01-08 16:12:56,2022-05-29 11:21:34
2833,383,365,14,2021-03-23 18:19:48,2022-09-08 16:18:50
2834,682,157,64,2021-10-16 08:38:03,2022-10-07 08:33:57
2835,825,65,72,2021-02-11 07:44:20,2022-05-02 00:35:58
2836,545,50,64,2021-01-02 04:20:36,2022-06-09 08:55:03
2837,77,375,25,2021-02-23 22:09:03,2022-08-04 05:59:02
2838,343,7,39,2021-05-30 12:39:57,2022-08-31 20:00:24
2839,547,48,53,2021-06-25 17:49:19,2022-05-03 18:55:59
2840,765,333,72,2021-02-22 05:52:06,2022-06-09 06:04:17
2841,873,259,53,2021-11-07 08:03:13,2022-07-16 18:39:36
2842,994,396,70,2021-08-23 10:48:02,2022-07-31 23:29:33
2843,544,290,71,2021-11-27 06:52:19,2022-01-02 04:56:42
2844,838,119,42,2021-08-21 14:00:12,2022-05-19 01:00:30
2845,87,272,72,2021-03-27 08:23:14,2022-02-07 11:43:52
2846,249,371,18,2021-10-20 12:57:04,2022-09-29 19:39:13
2847,573,215,81,2021-02-09 19:38:35,2022-05-08 07:49:32
2848,756,154,31,2021-11-05 05:39:51,2022-06-27 21:03:15
2849,750,271,48,2021-07-22 23:38:01,2022-04-30 20:06:10
2850,497,443,70,2021-08-30 02:40:27,2022-12-18 01:18:51
2851,939,93,35,2021-12-14 02:05:30,2022-09-16 19:06:31
2852,478,497,94,2021-04-07 14:26:32,2022-06-12 05:03:14
2853,240,368,64,2021-07-14 05:23:25,2022-01-01 20:01:10
2854,730,359,32,2021-02-21 00:12:27,2022-03-06 04:04:17
2855,579,154,69,2021-10-30 00:44:35,2022-12-24 06:22:39
2856,523,141,34,2021-11-20 08:06:19,2022-03-21 23:18:24
2857,777,403,79,2021-10-24 19:25:03,2022-06-07 18:49:18
2858,755,364,82,2021-01-25 12:07:51,2022-05-25 06:18:21
2859,488,482,59,2021-03-23 20:18:30,2022-12-30 02:46:22
2860,639,168,59,2021-06-19 10:48:57,2022-10-09 14:35:57
2861,810,3,46,2021-10-29 10:59:19,2022-09-16 21:35:45
2862,648,235,26,2021-09-28 23:03:30,2022-07-01 00:30:13
2863,210,92,85,2021-07-18 20:45:07,2022-12-03 09:05:21
2864,480,28,91,2021-07-13 06:49:43,2022-01-29 20:36:18
2865,729,319,32,2021-12-15 00:41:48,2022-11-26 19:07:23
2866,244,206,58,2021-03-29 16:03:00,2022-03-26 18:22:28
2867,226,336,28,2021-04-14 20:34:53,2022-10-27 21:29:51
2868,336,262,56,2021-01-09 09:52:03,2022-11-11 21:00:52
2869,774,177,41,2021-02-12 12:33:46,2022-09-12 05:07:42
2870,495,310,94,2021-11-04 21:56:31,2022-01-04 19:41:40
2871,59,454,49,2021-06-30 04:13:34,2022-07-01 20:51:11
2872,399,344,13,2021-05-28 19:41:07,2022-01-30 16:37:31
2873,835,283,12,2021-05-03 04:48:58,2022-03-18 15:28:17
2874,748,455,16,2021-05-21 14:50:59,2022-10-21 05:34:42
2875,627,400,90,2021-06-30 10:31:35,2022-12-16 19:47:40
2876,828,402,88,2021-02-27 13:27:28,2022-06-11 22:18:59
2877,599,316,67,2021-01-25 15:30:32,2022-04-27 12:54:45
2878,734,406,92,2021-08-14 06:09:48,2022-10-20 14:13:18
2879,664,105,45,2021-06-12 07:08:55,2022-09-25 09:22:53
2880,994,38,35,2021-10-15 03:39:06,2022-11-21 13:39:42
2881,975,421,53,2021-06-17 00:00:32,2022-11-18 12:13:45
2882,307,444,82,2021-11-05 18:28:27,2022-05-19 13:05:24
2883,98,465,59,2021-08-03 21:04:24,2022-05-24 01:41:25
2884,524,468,9,2021-11-05 10:04:30,2022-06-05 09:02:35
2885,41,65,39,2021-08-06 15:35:57,2022-02-19 13:43:05
2886,104,447,48,2021-04-14 16:26:03,2022-12-22 03:21:39
2887,698,227,54,2021-03-11 00:30:03,2022-01-04 07:25:40
2888,491,253,27,2021-09-03 20:55:11,2022-08-26 21:48:45
2889,752,124,100,2021-12-04 16:12:08,2022-08-06 04:08:54
2890,430,52,31,2021-11-23 04:54:23,2022-06-20 02:43:02
2891,719,178,16,2021-07-13 04:26:23,2022-01-01 10:55:46
2892,199,62,8,2021-11-27 11:24:45,2022-05-04 07:27:44
2893,760,77,86,2021-12-16 12:44:34,2022-07-25 00:49:04
2894,889,148,89,2021-05-16 23:59:04,2022-09-10 23:37:35
2895,717,215,34,2021-08-11 20:57:56,2022-12-08 09:04:53
2896,605,220,19,2021-01-07 22:04:01,2022-02-07 15:22:32
2897,573,411,84,2021-03-23 12:26:41,2022-03-28 12:28:29
2898,156,487,94,2021-06-12 10:53:12,2022-03-28 19:17:07
2899,334,357,63,2021-12-08 15:35:33,2022-08-02 12:43:49
2900,130,444,64,2021-01-13 22:01:35,2022-01-17 08:06:17
2901,269,343,67,2021-05-11 03:03:41,2022-06-16 09:46:18
2902,511,123,11,2021-08-10 08:23:40,2022-04-26 14:02:12
2903,427,79,52,2021-10-04 16:25:00,2022-10-05 19:48:47
2904,265,338,70,2021-12-29 20:19:30,2022-12-26 04:07:27
2905,311,31,92,2021-02-05 08:52:38,2022-11-11 23:14:25
2906,904,235,75,2021-02-25 11:48:47,2022-09-20 23:09:09
2907,67,201,100,2021-09-10 18:56:48,2022-08-28 13:32:04
2908,43,213,13,2021-07-29 18:02:50,2022-10-01 03:08:46
2909,132,264,61,2021-08-12 00:18:08,2022-06-12 17:47:04
2910,846,463,98,2021-07-25 13:39:20,2022-05-06 04:39:58
2911,641,98,63,2021-01-22 07:35:34,2022-01-10 13:16:38
2912,475,450,37,2021-11-05 12:30:11,2022-05-19 13:37:06
2913,208,28,74,2021-02-09 11:08:02,2022-03-21 09:22:33
2914,853,401,52,2021-09-20 17:39:52,2022-05-16 02:25:04
2915,475,298,65,2021-03-23 22:27:49,2022-09-05 03:19:13
2916,963,383,84,2021-02-01 12:23:03,2022-03-04 20:04:51
2917,513,354,22,2021-07-08 17:05:17,2022-08-11 08:23:08
2918,156,28,2,2021-01-31 15:04:50,2022-02-23 18:44:27
2919,680,316,44,2021-12-28 21:28:05,2022-03-31 06:55:24
2920,248,73,90,2021-03-03 11:13:41,2022-12-03 23:52:55
2921,529,428,24,2021-09-20 06:05:31,2022-12-24 15:34:24
2922,16,143,48,2021-07-03 18:01:39,2022-10-09 04:39:29
2923,884,154,97,2021-08-12 20:43:49,2022-09-18 09:34:55
2924,755,385,68,2021-09-23 02:56:47,2022-01-30 22:18:37
2925,954,83,53,2021-05-29 19:37:34,2022-03-19 18:12:59
2926,320,271,98,2021-08-04 00:33:29,2022-05-31 07:23:01
2927,511,341,19,2021-01-21 21:30:09,2022-09-09 07:32:07
2928,858,341,100,2021-08-28 16:02:09,2022-09-25 09:41:24
2929,211,162,25,2021-11-22 08:39:47,2022-08-11 05:45:19
2930,395,495,79,2021-03-22 07:57:16,2022-10-07 19:17:24
2931,153,280,4,2021-01-17 23:32:35,2022-01-20 09:03:57
2932,63,281,37,2021-08-19 05:57:47,2022-09-02 07:29:00
2933,616,294,51,2021-01-25 21:24:29,2022-10-01 22:22:01
2934,676,306,43,2021-11-17 10:01:23,2022-07-16 12:53:16
2935,460,107,9,2021-03-11 01:49:51,2022-08-25 23:20:10
2936,411,250,54,2021-04-05 01:22:46,2022-05-21 09:02:45
2937,203,26,94,2021-06-08 06:02:25,2022-03-19 17:26:23
2938,828,79,8,2021-02-28 20:32:21,2022-09-13 19:34:03
2939,516,143,62,2021-05-04 01:58:02,2022-10-30 16:54:40
2940,465,300,28,2021-03-29 13:17:56,2022-07-05 16:13:14
2941,795,468,78,2021-03-09 13:34:00,2022-09-01 09:02:28
2942,392,40,43,2021-06-22 05:36:06,2022-03-09 01:01:15
2943,786,160,80,2021-08-29 10:58:07,2022-01-24 10:55:55
2944,557,108,1,2021-11-27 22:01:35,2022-08-15 18:26:35
2945,814,56,32,2021-11-02 02:16:47,2022-03-13 02:51:02
2946,360,49,34,2021-06-30 13:18:51,2022-08-28 19:11:16
2947,102,378,46,2021-08-12 02:53:17,2022-08-25 02:44:45
2948,815,48,61,2021-08-25 12:08:41,2022-02-10 17:23:18
2949,35,401,3,2021-01-01 02:25:01,2022-02-18 17:20:17
2950,505,248,24,2021-05-20 06:14:25,2022-06-22 14:20:22
2951,457,325,89,2021-09-16 12:26:13,2022-01-21 09:18:55
2952,15,122,43,2021-05-19 12:09:11,2022-06-15 04:05:09
2953,922,361,11,2021-10-31 04:52:33,2022-01-18 23:36:09
2954,148,64,26,2021-02-05 05:41:00,2022-07-22 16:39:06
2955,302,147,77,2021-07-22 04:09:05,2022-08-16 14:32:00
2956,28,497,27,2021-06-11 21:36:07,2022-05-07 19:47:30
2957,916,133,50,2021-04-23 03:18:01,2022-11-03 00:44:39
2958,828,323,52,2021-05-28 00:42:40,2022-01-03 12:30:26
2959,314,357,74,2021-08-27 02:28:34,2022-12-07 21:50:54
2960,274,360,61,2021-07-30 07:09:06,2022-07-12 15:24:26
2961,104,341,65,2021-03-11 19:26:12,2022-09-12 08:19:52
2962,1000,4,85,2021-04-08 21:42:41,2022-10-04 07:45:41
2963,392,377,82,2021-10-19 03:19:03,2022-12-14 16:32:15
2964,411,443,80,2021-01-07 06:28:55,2022-05-15 01:56:56
2965,492,242,92,2021-02-16 19:22:44,2022-08-10 18:06:38
2966,643,295,49,2021-10-15 02:54:52,2022-02-14 02:55:28
2967,965,298,52,2021-08-12 19:39:32,2022-02-25 11:52:46
2968,167,77,28,2021-04-12 00:47:05,2022-06-07 10:12:57
2969,308,369,82,2021-11-17 00:27:04,2022-01-18 10:00:19
2970,124,77,37,2021-06-22 18:10:16,2022-12-18 02:26:12
2971,356,335,28,2021-03-06 11:39:32,2022-10-06 08:18:11
2972,385,317,74,2021-11-27 01:20:24,2022-06-08 19:14:02
2973,63,323,8,2021-05-08 07:09:08,2022-03-23 15:17:05
2974,859,18,5,2021-01-28 07:39:46,2022-08-19 01:19:46
2975,995,198,7,2021-03-19 18:51:30,2022-05-16 04:09:57
2976,24,416,27,2021-07-22 17:24:13,2022-10-14 20:12:31
2977,382,349,71,2021-07-11 16:05:45,2022-05-07 15:49:44
2978,920,268,42,2021-12-09 06:47:43,2022-07-22 19:24:32
2979,356,135,39,2021-03-15 15:53:34,2022-04-18 23:37:13
2980,798,245,2,2021-11-27 17:01:17,2022-05-18 00:27:44
2981,47,493,1,2021-09-24 00:56:43,2022-12-06 09:56:57
2982,544,37,33,2021-02-18 12:23:21,2022-08-30 12:02:19
2983,68,5,3,2021-12-24 10:05:21,2022-05-13 16:07:33
2984,704,185,42,2021-01-31 01:48:53,2022-12-26 10:26:26
2985,192,425,99,2021-08-25 12:24:51,2022-08-05 10:00:44
2986,335,283,95,2021-03-13 18:16:46,2022-10-18 13:23:16
2987,174,392,14,2021-04-09 05:08:32,2022-02-11 03:29:45
2988,80,455,18,2021-07-10 21:07:59,2022-04-29 09:55:50
2989,606,225,18,2021-06-06 22:23:13,2022-10-07 15:20:14
2990,733,87,24,2021-09-15 21:14:12,2022-03-16 10:45:41
2991,65,437,32,2021-09-10 16:03:12,2022-10-18 22:11:29
2992,708,289,31,2021-04-21 14:06:03,2022-04-19 05:54:21
2993,45,375,62,2021-05-29 11:43:46,2022-04-16 06:20:06
2994,327,31,38,2021-10-12 16:20:11,2022-01-14 05:50:33
2995,843,84,83,2021-12-02 05:42:47,2022-02-05 23:11:03
2996,719,263,76,2021-03-15 19:23:45,2022-07-31 07:19:06
2997,813,384,71,2021-08-16 06:29:35,2022-12-01 08:02:06
2998,122,468,78,2021-09-11 00:13:33,2022-04-18 22:29:15
2999,565,4,64,2021-01-13 06:41:29,2022-08-28 02:02:09
3000,167,443,34,2021-10-20 05:11:28,2022-11-15 20:12:29
